#mpa_vJan21_CHOCOPhlAnSGB_202103
clade_name	R10_S209_L002_R1_001.fastqd_metagenome	R11_S210_L002_R1_001.fastqd_metagenome	R12_S211_L002_R1_001.fastqd_metagenome	R13_S212_L002_R1_001.fastqd_metagenome	R14_S213_L002_R1_001.fastqd_metagenome	R15_S214_L002_R1_001.fastqd_metagenome	R16_S215_L002_R1_001.fastqd_metagenome	R17_S216_L002_R1_001.fastqd_metagenome	R18_S217_L002_R1_001.fastqd_metagenome	R19_S218_L002_R1_001.fastqd_metagenome	R1_S200_L002_R1_001.fastqd_metagenome	R20_S219_L002_R1_001.fastqd_metagenome	R21_S220_L002_R1_001.fastqd_metagenome	R22_S221_L002_R1_001.fastqd_metagenome	R2_S201_L002_R1_001.fastqd_metagenome	R3_S202_L002_R1_001.fastqd_metagenome	R4_S203_L002_R1_001.fastqd_metagenome	R5_S204_L002_R1_001.fastqd_metagenome	R6_S205_L002_R1_001.fastqd_metagenome	R7_S206_L002_R1_001.fastqd_metagenome	R8_S207_L002_R1_001.fastqd_metagenome	R9_S208_L002_R1_001.fastqd_metagenome
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmatales_unclassified|g__Acholeplasmatales_unclassified|s__Acholeplasmatales_bacterium|t__SGB6588	0.00703	0.19388	0.0	0.0	0.00381	0.03119	0.08322	0.90301	0.73123	0.04556	0.18835	0.0	0.14135	0.04848	0.02492	0.30626	0.01462	0.15716	0.25376	0.04646	0.56464	0.04374
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28864|s__GGB28864_SGB41535|t__SGB41535	0.00669	0.00789	0.0	7e-05	0.0	0.01225	0.06782	0.06131	0.10241	0.0	0.01927	0.0	0.0	0.0	0.00271	0.00513	0.0	0.0389	0.04554	0.0	0.01894	0.01386
k__Bacteria|p__Firmicutes|c__CFGB9517|o__OFGB9517|f__FGB9517|g__GGB28437|s__GGB28437_SGB41020|t__SGB41020	0.0065	0.0	0.00094	0.00204	0.0	0.00016	0.00684	0.0085	0.00384	0.0	0.0	0.0	0.00797	0.00372	0.00097	0.00079	0.0	0.00433	0.00098	0.0	0.00081	0.00098
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_MD308|t__SGB7279	0.00644	0.0	0.00011	0.20283	0.03025	0.01158	0.12365	0.01182	0.01479	0.00967	0.00254	0.00104	0.29103	0.23453	0.02637	0.0	0.00739	0.00333	0.00887	0.0	0.00345	0.0045
k__Bacteria|p__Firmicutes|c__CFGB9644|o__OFGB9644|f__FGB9644|g__GGB28946|s__GGB28946_SGB41652|t__SGB41652	0.00627	0.03652	0.0	0.0	0.0	0.01069	0.03479	0.01019	0.01822	0.01222	0.02201	8e-05	0.00065	0.0	0.05666	0.07094	0.07162	0.08337	0.09616	0.0039	0.02959	0.01818
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrionaceae_unclassified|s__Desulfovibrionaceae_bacterium|t__SGB15460	0.00566	0.0	0.0	0.0047	0.0	0.0	0.02367	0.0	0.0	0.0	0.0	0.0	0.00346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01007	0.00491
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB7271	0.00462	0.01282	0.00069	0.00824	1.5962	0.00925	0.06111	0.00895	0.01433	0.05128	0.03566	0.0	0.26965	0.07027	0.02419	0.00459	0.01717	0.04607	0.06806	0.00476	0.2848	0.01994
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB24127|s__GGB24127_SGB35930|t__SGB35930	0.00357	0.01013	0.0	0.00285	0.0	0.0366	0.02507	0.02217	0.01222	0.00106	0.01026	0.0	0.0	0.0012	0.00114	0.04692	0.01628	0.03155	0.02547	0.00839	0.01373	0.05185
k__Bacteria|p__Firmicutes|c__CFGB8123|o__OFGB8123|f__FGB8123|g__GGB28959|s__GGB28959_SGB41668|t__SGB41668	0.00351	0.04454	0.0	0.05155	0.0	0.06099	0.16351	0.04146	0.06406	0.02179	0.0	0.0	0.00779	0.00331	0.03644	0.02729	0.06349	0.16774	0.07649	0.00148	0.11921	0.06832
k__Bacteria|p__Firmicutes|c__CFGB28398|o__OFGB28398|f__FGB28398|g__GGB42343|s__GGB42343_SGB59511|t__SGB59511	0.00303	0.0	0.0	0.0	0.0	0.0	0.0207	0.00092	0.0	0.0	0.0	0.0	0.0	0.0	0.00074	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9511|o__OFGB9511|f__FGB9511|g__GGB28388|s__GGB28388_SGB40968|t__SGB40968	0.00234	0.00093	0.0	0.0	0.0	0.00055	0.00045	0.00287	0.0013	0.0	0.00385	0.0	0.0	0.0	0.03625	0.02037	0.0	0.00382	0.0	0.00186	0.00052	0.01583
k__Bacteria|p__Firmicutes|c__CFGB9511|o__OFGB9511|f__FGB9511|g__GGB28387|s__GGB28387_SGB40967|t__SGB40967	0.00185	0.00026	0.0	0.0	0.0	0.02571	0.01402	0.02141	0.00803	0.0	0.01143	0.0	0.00081	0.0	0.00154	0.01185	0.0	0.00995	0.01321	0.0018	0.01248	0.0
k__Bacteria|p__Firmicutes|c__CFGB9658|o__OFGB9658|f__FGB9658|g__GGB29001|s__GGB29001_SGB41717|t__SGB41717	0.00171	0.0	0.0	0.0	0.0	0.0	0.00071	0.00025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5e-05	0.0	0.0	0.0	0.0	0.00023	0.00024
k__Bacteria|p__Firmicutes|c__CFGB9827|o__OFGB9827|f__FGB9827|g__GGB29530|s__GGB29530_SGB42316|t__SGB42316	0.00165	0.11114	0.0	0.12748	0.0	0.04885	0.163	0.0139	0.01916	0.00677	0.09922	0.0	0.00493	0.00709	0.10724	0.07441	0.10612	0.16306	0.318	0.01047	0.01936	0.07315
k__Bacteria|p__Firmicutes|c__CFGB10340|o__OFGB10340|f__FGB10340|g__GGB31701|s__GGB31701_SGB45057|t__SGB45057	0.00159	0.10559	0.0	0.03079	0.07975	0.14439	0.1013	0.04048	0.03019	0.08598	0.08865	0.00178	0.02043	0.03553	0.02394	0.25338	0.02183	0.04608	0.07069	0.05428	0.06684	0.21316
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28763|s__GGB28763_SGB41411|t__SGB41411	0.00135	0.0	0.0	0.0	0.0	0.0	0.0	0.00188	0.00574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9644|o__OFGB9644|f__FGB9644|g__GGB28945|s__GGB28945_SGB41650|t__SGB41650	0.00049	0.01092	7e-05	0.18027	0.04452	0.02443	0.05901	0.00509	0.00493	0.02527	0.02492	0.0	0.0088	8e-05	0.01762	0.00847	0.05123	0.01749	0.01166	0.00254	0.03646	0.01177
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB30466|s__GGB30466_SGB43546|t__SGB43546	0.00016	0.0	0.0	0.0	0.0	0.0	0.00216	0.00342	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00222	0.0
k__Bacteria|p__Firmicutes|c__CFGB9516|o__OFGB9516|f__FGB9516|g__GGB28433|s__GGB28433_SGB41016|t__SGB41016	0.00015	0.0	0.0	0.0	0.0	0.00319	0.0	0.00012	0.0	0.0	0.00225	0.0	0.0	0.0	0.03964	0.00285	0.0	0.01463	0.00718	4e-05	0.0039	0.0034
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_merionis|t__SGB8231	5e-05	0.00853	0.02542	0.0	0.0285	0.00855	0.00117	0.01087	0.00604	8e-05	0.0	0.00469	0.0	0.0	0.0	0.01113	0.01756	0.0	0.0	9e-05	0.0	0.0018
k__Bacteria|p__Candidatus_Melainabacteria	0.0	0.01517	0.0	0.00128	0.0	0.03744	0.01108	0.00306	0.0	0.001	0.00022	0.0	0.0	0.0	0.00747	0.04943	0.00286	0.0118	0.0274	0.0	0.01939	0.07096
k__Bacteria|p__Firmicutes|c__CFGB28755	0.0	0.68632	0.00622	0.26803	0.0	0.06151	0.3087	0.00937	0.0188	0.03189	0.67119	0.00218	0.08648	0.01604	0.56428	0.04324	0.18266	0.75178	1.18835	0.02159	0.12782	0.25251
k__Bacteria|p__Bacteroidetes|c__CFGB10197	0.0	0.01517	0.0	0.00128	0.0	0.03744	0.01108	0.00306	0.0	0.001	0.00022	0.0	0.0	0.0	0.00747	0.04943	0.00286	0.0118	0.0274	0.0	0.01939	0.07096
k__Bacteria|p__Firmicutes|c__CFGB28755|o__OFGB28755	0.0	0.68632	0.00622	0.26803	0.0	0.06151	0.3087	0.00937	0.0188	0.03189	0.67119	0.00218	0.08648	0.01604	0.56428	0.04324	0.18266	0.75178	1.18835	0.02159	0.12782	0.25251
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.0	0.13747	0.00274	0.0	0.0	0.01684	0.00162	0.0	0.0	0.0	0.30975	0.0	0.00141	0.13952	0.1683	0.24187	0.03343	0.13395	0.00479	0.0	0.03261	0.00763
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.0	0.12626	0.0	0.36627	0.0	0.34056	0.14731	0.03472	0.00827	7.26666	0.15641	0.0	0.00459	0.03615	0.00237	0.0691	0.01598	0.05703	0.04703	2.3048	0.04263	0.16744
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales	0.0	0.07911	0.00232	0.0	0.0	0.00662	0.0	0.0	0.0	0.0	0.01462	0.0	0.0	0.0	0.01506	0.00386	0.00705	0.00071	0.16922	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__CFGB10197|o__OFGB10197	0.0	0.01517	0.0	0.00128	0.0	0.03744	0.01108	0.00306	0.0	0.001	0.00022	0.0	0.0	0.0	0.00747	0.04943	0.00286	0.0118	0.0274	0.0	0.01939	0.07096
k__Bacteria|p__Firmicutes|c__CFGB28755|o__OFGB28755|f__FGB28755	0.0	0.68632	0.00622	0.26803	0.0	0.06151	0.3087	0.00937	0.0188	0.03189	0.67119	0.00218	0.08648	0.01604	0.56428	0.04324	0.18266	0.75178	1.18835	0.02159	0.12782	0.25251
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae	0.0	0.13747	0.00274	0.0	0.0	0.01684	0.0	0.0	0.0	0.0	0.30975	0.0	0.00141	0.13952	0.1683	0.24187	0.03343	0.13395	0.00479	0.0	0.03261	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	0.0	0.12626	0.0	0.36627	0.0	0.34056	0.14731	0.03472	0.00827	7.26666	0.15641	0.0	0.00459	0.03615	0.00237	0.0691	0.01598	0.05703	0.04703	2.3048	0.04263	0.16744
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae	0.0	0.07911	0.00232	0.0	0.0	0.00662	0.0	0.0	0.0	0.0	0.01462	0.0	0.0	0.0	0.01506	0.00386	0.00705	0.00071	0.16922	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__CFGB10197|o__OFGB10197|f__FGB10197	0.0	0.01517	0.0	0.00128	0.0	0.03744	0.01108	0.00306	0.0	0.001	0.00022	0.0	0.0	0.0	0.00747	0.04943	0.00286	0.0118	0.0274	0.0	0.01939	0.07096
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae	0.0	0.0033	0.08892	0.0	0.00278	0.02227	0.0	0.00079	0.0	0.0	0.0	0.00015	0.00049	0.0	0.0	0.00838	0.00922	0.0	0.0	0.0	0.0	0.00032
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__GGB28988	0.0	0.70499	0.0	0.0	0.08267	0.03406	0.0	0.0	0.0	0.0	0.01913	0.0	0.0	0.0	0.13039	0.00753	0.06916	0.04332	0.9863	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB28755|o__OFGB28755|f__FGB28755|g__GGB42598	0.0	0.68632	0.00622	0.26803	0.0	0.06151	0.3087	0.00937	0.0188	0.03189	0.67119	0.00218	0.08648	0.01604	0.56428	0.04324	0.18266	0.75178	1.18835	0.02159	0.12782	0.25251
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus	0.0	0.13747	0.00274	0.0	0.0	0.01684	0.0	0.0	0.0	0.0	0.30975	0.0	0.00141	0.09044	0.10058	0.24187	0.01961	0.13395	0.00479	0.0	0.03261	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28765	0.0	0.12855	0.0	0.0	0.0	0.00041	0.52389	0.00164	0.00496	0.15447	0.0	0.0	0.0	0.0	0.0	0.00018	0.0	0.0	0.01274	0.0	0.10059	0.11089
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	0.0	0.12626	0.0	0.36627	0.0	0.34056	0.14731	0.03472	0.00827	7.26666	0.15641	0.0	0.00459	0.03615	0.00237	0.0691	0.01598	0.05703	0.04703	2.3048	0.04263	0.16744
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__GGB31179	0.0	0.07911	0.00232	0.0	0.0	0.00662	0.0	0.0	0.0	0.0	0.01462	0.0	0.0	0.0	0.01506	0.00386	0.00705	0.00071	0.16922	0.0	0.0	0.0
k__Bacteria|p__Bacteria_unclassified|c__CFGB8157|o__OFGB8157|f__FGB8157|g__GGB28887	0.0	0.03469	0.01565	0.0	0.0	0.01129	0.07387	0.00293	0.00215	0.00695	0.02104	0.0	0.0031	0.0	0.09813	0.02246	0.0558	0.04589	0.1022	1e-05	0.00272	0.00467
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB28411	0.0	0.02396	0.0	0.03898	0.01237	0.04751	0.0	0.0	0.0	0.00121	0.01691	0.0	0.00058	0.0	0.0	0.02132	0.0	0.06562	0.04887	0.0	0.01763	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB30290	0.0	0.0201	0.0	0.00045	0.0	0.01018	0.00752	0.00025	0.0	0.00899	0.01707	0.0	0.00709	0.00774	0.00161	0.09195	0.01089	0.0317	0.1117	0.02523	0.00259	0.03282
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB30460	0.0	0.01538	0.00196	0.00033	0.0	0.00608	0.03539	0.00291	0.00106	0.0	0.0	0.0	0.00309	0.0	0.0	0.00092	0.0	0.00878	0.04679	0.00023	0.00702	0.01056
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB10197|o__OFGB10197|f__FGB10197|g__GGB31108	0.0	0.01517	0.0	0.00128	0.0	0.03744	0.01108	0.00306	0.0	0.001	0.00022	0.0	0.0	0.0	0.00747	0.04943	0.00286	0.0118	0.0274	0.0	0.01939	0.07096
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB30048	0.0	0.01307	0.00356	0.03104	0.08675	0.02686	0.03379	0.02084	0.01979	0.00873	0.03321	0.02509	0.08313	0.13637	0.01189	0.02119	0.00545	0.09934	0.11221	9e-05	0.00067	0.16089
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__GGB30147	0.0	0.01266	0.0	0.15197	0.0	0.01199	0.00345	0.0	0.0	0.0	0.0	0.0	0.0021	0.0	0.01553	0.01135	0.0112	0.03556	0.06989	0.00042	0.01347	0.00074
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28869	0.0	0.00526	0.00254	0.0	0.0	0.00384	0.03766	0.00378	0.0021	0.0	0.0	0.0	0.00062	0.0	0.00198	0.00673	0.0	0.00218	0.01021	0.0	0.0137	0.00794
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB28409	0.0	0.0049	0.0	0.00326	0.0	0.00574	0.01091	0.0	0.0	0.0	0.0	0.0	0.00022	0.0	0.00749	0.00188	0.00039	0.00281	0.05514	0.00196	0.00065	0.0
k__Bacteria|p__Bacteria_unclassified|c__CFGB8157|o__OFGB8157|f__FGB8157|g__GGB28905	0.0	0.00459	0.0	0.02269	0.0	0.00321	0.00992	0.0009	0.0	0.00414	0.0	0.0	4e-05	0.0	0.00188	0.0016	0.01173	0.00847	0.02096	0.0	0.00844	0.00999
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28845	0.0	0.00334	0.0	0.02079	0.0	0.0075	0.08434	0.00239	0.0	0.0102	0.0	0.0	0.0013	0.0	0.00284	0.01595	0.0	0.00872	0.03159	0.0	0.01879	0.00324
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium	0.0	0.0033	0.08892	0.0	0.00278	0.02227	0.0	0.00079	0.0	0.0	0.0	0.00015	0.00049	0.0	0.0	0.00838	0.00922	0.0	0.0	0.0	0.0	0.00032
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB31822	0.0	0.00193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB31841	0.0	0.00172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00115	0.0	0.02468	0.00606	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_10_1	0.0	0.82237	0.0	0.0	0.0028	0.00343	1.10992	0.0149	0.01043	0.12915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33103	0.79903	0.0	0.01001	0.33107
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__GGB28988|s__GGB28988_SGB41701	0.0	0.70499	0.0	0.0	0.08267	0.03406	0.0	0.0	0.0	0.0	0.01913	0.0	0.0	0.0	0.13039	0.00753	0.06916	0.04332	0.9863	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB28755|o__OFGB28755|f__FGB28755|g__GGB42598|s__GGB42598_SGB59794	0.0	0.68632	0.00622	0.26803	0.0	0.06151	0.3087	0.00937	0.0188	0.03189	0.67119	0.00218	0.08648	0.01604	0.56428	0.04324	0.18266	0.75178	1.18835	0.02159	0.12782	0.25251
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_unclassified_SGB41424	0.0	0.3067	0.0	0.00576	0.00073	0.00336	0.03002	0.00445	0.00177	0.30837	0.0	0.0	9e-05	0.0	0.01509	0.01387	0.18945	0.0736	0.35195	0.00262	0.0	0.01134
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_nepalensis	0.0	0.13747	0.00274	0.0	0.0	0.01684	0.0	0.0	0.0	0.0	0.30975	0.0	0.00141	0.09044	0.10058	0.24187	0.01961	0.13395	0.00479	0.0	0.03261	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28765|s__GGB28765_SGB41415	0.0	0.12855	0.0	0.0	0.0	0.00041	0.52389	0.00164	0.00496	0.15447	0.0	0.0	0.0	0.0	0.0	0.00018	0.0	0.0	0.01274	0.0	0.10059	0.11089
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudolongum	0.0	0.12626	0.0	0.36627	0.0	0.34056	0.14731	0.03472	0.00827	7.26666	0.15641	0.0	0.00459	0.03615	0.00237	0.0691	0.01598	0.05703	0.04703	2.3048	0.04263	0.16744
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__GGB31179|s__GGB31179_SGB44472	0.0	0.07911	0.00232	0.0	0.0	0.00662	0.0	0.0	0.0	0.0	0.01462	0.0	0.0	0.0	0.01506	0.00386	0.00705	0.00071	0.16922	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB30466|s__GGB30466_SGB43544	0.0	0.03755	0.0	0.0	0.0	0.00751	0.03663	0.00335	0.00517	0.0	0.00637	0.0	0.0	0.0	0.00662	0.00341	0.0	0.00665	0.04113	0.0	0.01925	0.02246
k__Bacteria|p__Bacteria_unclassified|c__CFGB8157|o__OFGB8157|f__FGB8157|g__GGB28887|s__GGB28887_SGB41568	0.0	0.03469	0.01565	0.0	0.0	0.01129	0.07387	0.00293	0.00215	0.00695	0.02104	0.0	0.0031	0.0	0.09813	0.02246	0.0558	0.04589	0.1022	1e-05	0.00272	0.00467
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB28411|s__GGB28411_SGB40993	0.0	0.02396	0.0	0.03898	0.01237	0.04751	0.0	0.0	0.0	0.00121	0.01691	0.0	0.00058	0.0	0.0	0.02132	0.0	0.06562	0.04887	0.0	0.01763	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB30290|s__GGB30290_SGB43252	0.0	0.0201	0.0	0.00045	0.0	0.01018	0.00752	0.00025	0.0	0.00899	0.01707	0.0	0.00709	0.00774	0.00161	0.09195	0.01089	0.0317	0.1117	0.02523	0.00259	0.03282
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB30460|s__GGB30460_SGB43526	0.0	0.01538	0.00196	0.00033	0.0	0.00608	0.03539	0.00291	0.00106	0.0	0.0	0.0	0.00309	0.0	0.0	0.00092	0.0	0.00878	0.04679	0.00023	0.00702	0.01056
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB10197|o__OFGB10197|f__FGB10197|g__GGB31108|s__GGB31108_SGB44379	0.0	0.01517	0.0	0.00128	0.0	0.03744	0.01108	0.00306	0.0	0.001	0.00022	0.0	0.0	0.0	0.00747	0.04943	0.00286	0.0118	0.0274	0.0	0.01939	0.07096
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB30048|s__GGB30048_SGB42949	0.0	0.01307	0.00356	0.03104	0.08675	0.02686	0.03379	0.02084	0.01979	0.00873	0.03321	0.02509	0.08313	0.13637	0.01189	0.02119	0.00545	0.09934	0.11221	9e-05	0.00067	0.16089
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__GGB30147|s__GGB30147_SGB43074	0.0	0.01266	0.0	0.15197	0.0	0.01199	0.00345	0.0	0.0	0.0	0.0	0.0	0.0021	0.0	0.01553	0.01135	0.0112	0.03556	0.06989	0.00042	0.01347	0.00074
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB30454|s__GGB30454_SGB43514	0.0	0.01031	0.0	0.0	0.0	0.0801	0.0258	0.0	0.0	0.0	0.0	0.0	0.00561	0.00223	0.0	0.00361	0.0	0.01617	0.11858	0.0	0.00593	0.0015
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28869|s__GGB28869_SGB41543	0.0	0.00526	0.00254	0.0	0.0	0.00384	0.03766	0.00378	0.0021	0.0	0.0	0.0	0.00062	0.0	0.00198	0.00673	0.0	0.00218	0.01021	0.0	0.0137	0.00794
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB28409|s__GGB28409_SGB40991	0.0	0.0049	0.0	0.00326	0.0	0.00574	0.01091	0.0	0.0	0.0	0.0	0.0	0.00022	0.0	0.00749	0.00188	0.00039	0.00281	0.05514	0.00196	0.00065	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28870|s__GGB28870_SGB41545	0.0	0.00471	0.01772	0.00893	0.00089	0.00293	0.03454	0.02501	0.04538	0.0	0.0	0.0	0.0	0.0	0.0	0.00137	0.0	0.00573	0.04392	0.0	0.01113	0.00794
k__Bacteria|p__Bacteria_unclassified|c__CFGB8157|o__OFGB8157|f__FGB8157|g__GGB28905|s__GGB28905_SGB41598	0.0	0.00459	0.0	0.02269	0.0	0.00321	0.00992	0.0009	0.0	0.00414	0.0	0.0	4e-05	0.0	0.00188	0.0016	0.01173	0.00847	0.02096	0.0	0.00844	0.00999
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB30461|s__GGB30461_SGB43533	0.0	0.00366	0.00641	0.0	0.0	0.00777	0.00353	0.00162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01146	0.00213	0.01022	0.01373	0.00082	0.00495	0.00466
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28845|s__GGB28845_SGB41512	0.0	0.00334	0.0	0.02079	0.0	0.0075	0.08434	0.00239	0.0	0.0102	0.0	0.0	0.0013	0.0	0.00284	0.01595	0.0	0.00872	0.03159	0.0	0.01879	0.00324
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_lowii	0.0	0.0033	0.08892	0.0	0.00278	0.02227	0.0	0.00079	0.0	0.0	0.0	0.00015	0.00049	0.0	0.0	0.00838	0.00922	0.0	0.0	0.0	0.0	0.00032
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB30448|s__GGB30448_SGB43502	0.0	0.00315	0.0	0.0	0.0	0.05319	0.00129	0.00497	0.00369	0.0	0.0	0.0	0.0	0.00073	0.0	0.0157	0.03412	0.00822	0.00398	0.0	0.00222	0.00032
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB31822|s__GGB31822_SGB45198	0.0	0.00193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB31841|s__GGB31841_SGB45219	0.0	0.00172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00115	0.0	0.02468	0.00606	0.0	0.0	0.0
